"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000101111",4.68173773216908,0.0843761886252816,1.16891191457189,0.0721835303186076,0.942455851881552,0.999946065340253
"ENSMUSG00000100862",2.7363558184367,-1.47039185690679,1.66811810020705,-0.881467479265579,0.378064848400575,NA
"ENSMUSG00000102070",6.44670034047001,-0.0720465563897991,1.02381372807,-0.0703707661017737,0.943898558819742,0.999946065340253
"ENSMUSG00000101249",14.9488514779142,-0.368687321401765,0.694647941938066,-0.530754212519695,0.595589113068727,0.999946065340253
"ENSMUSG00000073725",37.7971391624631,0.313451635264919,0.458274293498355,0.683982583600982,0.493986163635008,0.999946065340253
"ENSMUSG00000033569",27.737611623919,0.373730886901966,0.518800023287047,0.720375617051937,0.471293758467938,0.999946065340253
"ENSMUSG00000048874",20.177153431149,0.500785331349178,0.596628941798927,0.83935809389205,0.401268392354241,0.999946065340253
"ENSMUSG00000026134",4.21915950496953,-0.245970813289668,1.23148614001287,-0.199734942438815,0.841687884259613,0.999946065340253
"ENSMUSG00000004768",9.38925292857612,-0.371449478349017,0.842242058853908,-0.441024613345089,0.659195178238996,0.999946065340253
"ENSMUSG00000042215",3.85420877729655,3.83973827784336,1.84472952066095,2.08146410345708,0.037391446469832,NA
"ENSMUSG00000042197",11.1323978727311,0.242412918807351,0.783812264069599,0.309274210062406,0.757112947327318,0.999946065340253
"ENSMUSG00000042182",46.5644047570798,0.0696030899160194,0.413215362964926,0.168442647961101,0.866235059165019,0.999946065340253
"ENSMUSG00000026131",65.0939961573125,0.187888186263028,0.375229992607352,0.500728060029139,0.616562521411686,0.999946065340253
"ENSMUSG00000042111",12.2914319068738,0.053300161673141,0.74626087136404,0.0714229617529286,0.94306113543803,0.999946065340253
"ENSMUSG00000026127",12.6101458788101,-0.348419220122247,0.741422509063695,-0.469933426437576,0.638402581834182,0.999946065340253
"ENSMUSG00000045174",17.7756073433182,0.49137720627237,0.640544552002014,0.7671241676111,0.44300769411029,0.999946065340253
"ENSMUSG00000037509",124.580377923252,0.188113511150037,0.300317676318911,0.626381748339973,0.531064578109926,0.999946065340253
"ENSMUSG00000104002",4.41853255481672,0.259314265019394,1.20744811824523,0.214762242038401,0.829952692463064,0.999946065340253
"ENSMUSG00000037503",107.682667574933,0.291805332848373,0.307179117189628,0.949951726921057,0.342136781605171,0.999946065340253
"ENSMUSG00000026123",85.8549958195222,0.106453254328565,0.351228560730021,0.303088262831771,0.76182259862777,0.999946065340253
"ENSMUSG00000045216",24.063271244881,0.117762042089858,0.561754413762015,0.2096326067137,0.833954428582193,0.999946065340253
"ENSMUSG00000037470",20.6581463635593,0.141100277807181,0.587115980899568,0.240327775767558,0.810076163936258,0.999946065340253
"ENSMUSG00000037447",8.38130466827212,0.104474124405016,0.893616166951718,0.116911631938571,0.906930080414789,0.999946065340253
"ENSMUSG00000010453",36.5511080402884,-0.0675681324377032,0.459715917608703,-0.146978013702835,0.883149374357564,0.999946065340253
